cod_mun_ibge_7;cod_mun_ibge_6;municipio;UF;ano;populacao;tipo
1100015;110001;Alta Floresta D'Oeste;RO;2001;26919;Original
1100015;110001;Alta Floresta D'Oeste;RO;2002;27237;Original
1100015;110001;Alta Floresta D'Oeste;RO;2003;27563;Original
1100015;110001;Alta Floresta D'Oeste;RO;2004;29001;Original
1100015;110001;Alta Floresta D'Oeste;RO;2005;28629;Original
1100015;110001;Alta Floresta D'Oeste;RO;2006;29005;Original
1100015;110001;Alta Floresta D'Oeste;RO;2007;26998;Estimativa (Spline)
1100015;110001;Alta Floresta D'Oeste;RO;2008;24577;Original
1100015;110001;Alta Floresta D'Oeste;RO;2009;24354;Original
1100015;110001;Alta Floresta D'Oeste;RO;2010;24507;Estimativa (Spline)
1100015;110001;Alta Floresta D'Oeste;RO;2011;24228;Original
1100015;110001;Alta Floresta D'Oeste;RO;2012;24069;Original
1100015;110001;Alta Floresta D'Oeste;RO;2013;25728;Original
1100015;110001;Alta Floresta D'Oeste;RO;2014;25652;Original
1100015;110001;Alta Floresta D'Oeste;RO;2015;25578;Original
1100015;110001;Alta Floresta D'Oeste;RO;2016;25506;Original
1100015;110001;Alta Floresta D'Oeste;RO;2017;25437;Original
1100015;110001;Alta Floresta D'Oeste;RO;2018;23167;Original
1100015;110001;Alta Floresta D'Oeste;RO;2019;22945;Original
1100015;110001;Alta Floresta D'Oeste;RO;2020;22728;Original
1100015;110001;Alta Floresta D'Oeste;RO;2021;22516;Original
1100015;110001;Alta Floresta D'Oeste;RO;2022;22504;Estimativa (Spline)
1100015;110001;Alta Floresta D'Oeste;RO;2023;22635;Estimativa (Spline)
1100015;110001;Alta Floresta D'Oeste;RO;2024;22853;Original
1100015;110001;Alta Floresta D'Oeste;RO;2025;23099;Estimativa (Spline)
1100023;110002;Ariquemes;RO;2001;76371;Original
1100023;110002;Ariquemes;RO;2002;78039;Original
1100023;110002;Ariquemes;RO;2003;79680;Original
1100023;110002;Ariquemes;RO;2004;86901;Original
1100023;110002;Ariquemes;RO;2005;85031;Original
1100023;110002;Ariquemes;RO;2006;86924;Original
1100023;110002;Ariquemes;RO;2007;86413;Estimativa (Spline)
1100023;110002;Ariquemes;RO;2008;84581;Original
1100023;110002;Ariquemes;RO;2009;85541;Original
1100023;110002;Ariquemes;RO;2010;89139;Estimativa (Spline)
1100023;110002;Ariquemes;RO;2011;91570;Original
1100023;110002;Ariquemes;RO;2012;92747;Original
1100023;110002;Ariquemes;RO;2013;101269;Original
1100023;110002;Ariquemes;RO;2014;102860;Original
1100023;110002;Ariquemes;RO;2015;104401;Original
1100023;110002;Ariquemes;RO;2016;105896;Original
1100023;110002;Ariquemes;RO;2017;107345;Original
1100023;110002;Ariquemes;RO;2018;106168;Original
1100023;110002;Ariquemes;RO;2019;107863;Original
1100023;110002;Ariquemes;RO;2020;109523;Original
1100023;110002;Ariquemes;RO;2021;111148;Original
1100023;110002;Ariquemes;RO;2022;112234;Estimativa (Spline)
1100023;110002;Ariquemes;RO;2023;111728;Estimativa (Spline)
1100023;110002;Ariquemes;RO;2024;108573;Original
1100023;110002;Ariquemes;RO;2025;101714;Estimativa (Spline)
1100031;110003;Cabixi;RO;2001;7501;Original
1100031;110003;Cabixi;RO;2002;7490;Original
1100031;110003;Cabixi;RO;2003;7478;Original
1100031;110003;Cabixi;RO;2004;7421;Original
1100031;110003;Cabixi;RO;2005;7436;Original
1100031;110003;Cabixi;RO;2006;7421;Original
1100031;110003;Cabixi;RO;2007;7104;Estimativa (Spline)
1100031;110003;Cabixi;RO;2008;6777;Original
1100031;110003;Cabixi;RO;2009;6695;Original
1100031;110003;Cabixi;RO;2010;6500;Estimativa (Spline)
1100031;110003;Cabixi;RO;2011;6221;Original
1100031;110003;Cabixi;RO;2012;6132;Original
1100031;110003;Cabixi;RO;2013;6495;Original
1100031;110003;Cabixi;RO;2014;6424;Original
1100031;110003;Cabixi;RO;2015;6355;Original
1100031;110003;Cabixi;RO;2016;6289;Original
1100031;110003;Cabixi;RO;2017;6224;Original
1100031;110003;Cabixi;RO;2018;5438;Original
1100031;110003;Cabixi;RO;2019;5312;Original
1100031;110003;Cabixi;RO;2020;5188;Original
1100031;110003;Cabixi;RO;2021;5067;Original
1100031;110003;Cabixi;RO;2022;5072;Estimativa (Spline)
1100031;110003;Cabixi;RO;2023;5260;Estimativa (Spline)
1100031;110003;Cabixi;RO;2024;5690;Original
1100031;110003;Cabixi;RO;2025;6417;Estimativa (Spline)
1100049;110004;Cacoal;RO;2001;73996;Original
1100049;110004;Cacoal;RO;2002;74381;Original
1100049;110004;Cacoal;RO;2003;74758;Original
1100049;110004;Cacoal;RO;2004;76417;Original
1100049;110004;Cacoal;RO;2005;75988;Original
1100049;110004;Cacoal;RO;2006;76422;Original
1100049;110004;Cacoal;RO;2007;77436;Estimativa (Spline)
1100049;110004;Cacoal;RO;2008;78263;Original
1100049;110004;Cacoal;RO;2009;78675;Original
1100049;110004;Cacoal;RO;2010;79208;Estimativa (Spline)
1100049;110004;Cacoal;RO;2011;78959;Original
1100049;110004;Cacoal;RO;2012;79330;Original
1100049;110004;Cacoal;RO;2013;85863;Original
1100049;110004;Cacoal;RO;2014;86556;Original
1100049;110004;Cacoal;RO;2015;87226;Original
1100049;110004;Cacoal;RO;2016;87877;Original
1100049;110004;Cacoal;RO;2017;88507;Original
1100049;110004;Cacoal;RO;2018;84813;Original
1100049;110004;Cacoal;RO;2019;85359;Original
1100049;110004;Cacoal;RO;2020;85893;Original
1100049;110004;Cacoal;RO;2021;86416;Original
1100049;110004;Cacoal;RO;2022;88031;Estimativa (Spline)
1100049;110004;Cacoal;RO;2023;91514;Estimativa (Spline)
1100049;110004;Cacoal;RO;2024;97637;Original
1100049;110004;Cacoal;RO;2025;107174;Estimativa (Spline)
1100056;110005;Cerejeiras;RO;2001;18012;Original
1100056;110005;Cerejeiras;RO;2002;17925;Original
1100056;110005;Cerejeiras;RO;2003;17794;Original
1100056;110005;Cerejeiras;RO;2004;17217;Original
1100056;110005;Cerejeiras;RO;2005;17366;Original
1100056;110005;Cerejeiras;RO;2006;17215;Original
1100056;110005;Cerejeiras;RO;2007;16994;Estimativa (Spline)
1100056;110005;Cerejeiras;RO;2008;16784;Original
1100056;110005;Cerejeiras;RO;2009;16622;Original
1100056;110005;Cerejeiras;RO;2010;16852;Estimativa (Spline)
1100056;110005;Cerejeiras;RO;2011;16939;Original
1100056;110005;Cerejeiras;RO;2012;16852;Original
1100056;110005;Cerejeiras;RO;2013;18041;Original
1100056;110005;Cerejeiras;RO;2014;18013;Original
1100056;110005;Cerejeiras;RO;2015;17986;Original
1100056;110005;Cerejeiras;RO;2016;17959;Original
1100056;110005;Cerejeiras;RO;2017;17934;Original
1100056;110005;Cerejeiras;RO;2018;16444;Original
1100056;110005;Cerejeiras;RO;2019;16323;Original
1100056;110005;Cerejeiras;RO;2020;16204;Original
1100056;110005;Cerejeiras;RO;2021;16088;Original
1100056;110005;Cerejeiras;RO;2022;16158;Estimativa (Spline)
1100056;110005;Cerejeiras;RO;2023;16444;Estimativa (Spline)
1100056;110005;Cerejeiras;RO;2024;16975;Original
1100056;110005;Cerejeiras;RO;2025;17778;Estimativa (Spline)
1100064;110006;Colorado do Oeste;RO;2001;21421;Original
1100064;110006;Colorado do Oeste;RO;2002;20881;Original
1100064;110006;Colorado do Oeste;RO;2003;20412;Original
1100064;110006;Colorado do Oeste;RO;2004;18349;Original
1100064;110006;Colorado do Oeste;RO;2005;18883;Original
1100064;110006;Colorado do Oeste;RO;2006;18342;Original
1100064;110006;Colorado do Oeste;RO;2007;18186;Estimativa (Spline)
1100064;110006;Colorado do Oeste;RO;2008;18216;Original
1100064;110006;Colorado do Oeste;RO;2009;17822;Original
1100064;110006;Colorado do Oeste;RO;2010;18117;Estimativa (Spline)
1100064;110006;Colorado do Oeste;RO;2011;18338;Original
1100064;110006;Colorado do Oeste;RO;2012;18093;Original
1100064;110006;Colorado do Oeste;RO;2013;19190;Original
1100064;110006;Colorado do Oeste;RO;2014;19001;Original
1100064;110006;Colorado do Oeste;RO;2015;18817;Original
1100064;110006;Colorado do Oeste;RO;2016;18639;Original
1100064;110006;Colorado do Oeste;RO;2017;18467;Original
1100064;110006;Colorado do Oeste;RO;2018;16227;Original
1100064;110006;Colorado do Oeste;RO;2019;15882;Original
1100064;110006;Colorado do Oeste;RO;2020;15544;Original
1100064;110006;Colorado do Oeste;RO;2021;15213;Original
1100064;110006;Colorado do Oeste;RO;2022;15201;Estimativa (Spline)
1100064;110006;Colorado do Oeste;RO;2023;15621;Estimativa (Spline)
1100064;110006;Colorado do Oeste;RO;2024;16588;Original
1100064;110006;Colorado do Oeste;RO;2025;18213;Estimativa (Spline)
1100072;110007;Corumbiara;RO;2001;10290;Original
1100072;110007;Corumbiara;RO;2002;10160;Original
1100072;110007;Corumbiara;RO;2003;10022;Original
1100072;110007;Corumbiara;RO;2004;9411;Original
1100072;110007;Corumbiara;RO;2005;9569;Original
1100072;110007;Corumbiara;RO;2006;9409;Original
1100072;110007;Corumbiara;RO;2007;9521;Estimativa (Spline)
1100072;110007;Corumbiara;RO;2008;9761;Original
1100072;110007;Corumbiara;RO;2009;9680;Original
1100072;110007;Corumbiara;RO;2010;9200;Estimativa (Spline)
1100072;110007;Corumbiara;RO;2011;8655;Original
1100072;110007;Corumbiara;RO;2012;8530;Original
1100072;110007;Corumbiara;RO;2013;9036;Original
1100072;110007;Corumbiara;RO;2014;8938;Original
1100072;110007;Corumbiara;RO;2015;8842;Original
1100072;110007;Corumbiara;RO;2016;8749;Original
1100072;110007;Corumbiara;RO;2017;8659;Original
1100072;110007;Corumbiara;RO;2018;7567;Original
1100072;110007;Corumbiara;RO;2019;7391;Original
1100072;110007;Corumbiara;RO;2020;7220;Original
1100072;110007;Corumbiara;RO;2021;7052;Original
1100072;110007;Corumbiara;RO;2022;7065;Estimativa (Spline)
1100072;110007;Corumbiara;RO;2023;7351;Estimativa (Spline)
1100072;110007;Corumbiara;RO;2024;8001;Original
1100072;110007;Corumbiara;RO;2025;9104;Estimativa (Spline)
1100080;110008;Costa Marques;RO;2001;10679;Original
1100080;110008;Costa Marques;RO;2002;9919;Original
1100080;110008;Costa Marques;RO;2003;10255;Original
1100080;110008;Costa Marques;RO;2004;11731;Original
1100080;110008;Costa Marques;RO;2005;11349;Original
1100080;110008;Costa Marques;RO;2006;11735;Original
1100080;110008;Costa Marques;RO;2007;12875;Estimativa (Spline)
1100080;110008;Costa Marques;RO;2008;13973;Original
1100080;110008;Costa Marques;RO;2009;14452;Original
1100080;110008;Costa Marques;RO;2010;14311;Estimativa (Spline)
1100080;110008;Costa Marques;RO;2011;14023;Original
1100080;110008;Costa Marques;RO;2012;14355;Original
1100080;110008;Costa Marques;RO;2013;15853;Original
1100080;110008;Costa Marques;RO;2014;16258;Original
1100080;110008;Costa Marques;RO;2015;16651;Original
1100080;110008;Costa Marques;RO;2016;17031;Original
1100080;110008;Costa Marques;RO;2017;17400;Original
1100080;110008;Costa Marques;RO;2018;17855;Original
1100080;110008;Costa Marques;RO;2019;18331;Original
1100080;110008;Costa Marques;RO;2020;18798;Original
1100080;110008;Costa Marques;RO;2021;19255;Original
1100080;110008;Costa Marques;RO;2022;19065;Estimativa (Spline)
1100080;110008;Costa Marques;RO;2023;17423;Estimativa (Spline)
1100080;110008;Costa Marques;RO;2024;13522;Original
1100080;110008;Costa Marques;RO;2025;6553;Estimativa (Spline)
1100098;110009;Espigão D'Oeste;RO;2001;25985;Original
1100098;110009;Espigão D'Oeste;RO;2002;26221;Original
1100098;110009;Espigão D'Oeste;RO;2003;26468;Original
1100098;110009;Espigão D'Oeste;RO;2004;27556;Original
1100098;110009;Espigão D'Oeste;RO;2005;27274;Original
1100098;110009;Espigão D'Oeste;RO;2006;27559;Original
1100098;110009;Espigão D'Oeste;RO;2007;28139;Estimativa (Spline)
1100098;110009;Espigão D'Oeste;RO;2008;28617;Original
1100098;110009;Espigão D'Oeste;RO;2009;28892;Original
1100098;110009;Espigão D'Oeste;RO;2010;29076;Estimativa (Spline)
1100098;110009;Espigão D'Oeste;RO;2011;28963;Original
1100098;110009;Espigão D'Oeste;RO;2012;29189;Original
1100098;110009;Espigão D'Oeste;RO;2013;31699;Original
1100098;110009;Espigão D'Oeste;RO;2014;32047;Original
1100098;110009;Espigão D'Oeste;RO;2015;32385;Original
1100098;110009;Espigão D'Oeste;RO;2016;32712;Original
1100098;110009;Espigão D'Oeste;RO;2017;33030;Original
1100098;110009;Espigão D'Oeste;RO;2018;32047;Original
1100098;110009;Espigão D'Oeste;RO;2019;32374;Original
1100098;110009;Espigão D'Oeste;RO;2020;32695;Original
1100098;110009;Espigão D'Oeste;RO;2021;33009;Original
1100098;110009;Espigão D'Oeste;RO;2022;33277;Estimativa (Spline)
1100098;110009;Espigão D'Oeste;RO;2023;33260;Estimativa (Spline)
1100098;110009;Espigão D'Oeste;RO;2024;32717;Original
1100098;110009;Espigão D'Oeste;RO;2025;31406;Estimativa (Spline)
1100106;110010;Guajará-Mirim;RO;2001;38679;Original
1100106;110010;Guajará-Mirim;RO;2002;39194;Original
1100106;110010;Guajará-Mirim;RO;2003;39728;Original
1100106;110010;Guajará-Mirim;RO;2004;42075;Original
1100106;110010;Guajará-Mirim;RO;2005;41467;Original
1100106;110010;Guajará-Mirim;RO;2006;42082;Original
1100106;110010;Guajará-Mirim;RO;2007;41534;Estimativa (Spline)
1100106;110010;Guajará-Mirim;RO;2008;40541;Original
1100106;110010;Guajará-Mirim;RO;2009;40762;Original
1100106;110010;Guajará-Mirim;RO;2010;41616;Estimativa (Spline)
1100106;110010;Guajará-Mirim;RO;2011;41934;Original
1100106;110010;Guajará-Mirim;RO;2012;42202;Original
1100106;110010;Guajará-Mirim;RO;2013;45761;Original
1100106;110010;Guajará-Mirim;RO;2014;46203;Original
1100106;110010;Guajará-Mirim;RO;2015;46632;Original
1100106;110010;Guajará-Mirim;RO;2016;47048;Original
1100106;110010;Guajará-Mirim;RO;2017;47451;Original
1100106;110010;Guajará-Mirim;RO;2018;45783;Original
1100106;110010;Guajará-Mirim;RO;2019;46174;Original
1100106;110010;Guajará-Mirim;RO;2020;46556;Original
1100106;110010;Guajará-Mirim;RO;2021;46930;Original
1100106;110010;Guajará-Mirim;RO;2022;47003;Estimativa (Spline)
1100106;110010;Guajará-Mirim;RO;2023;46102;Estimativa (Spline)
1100106;110010;Guajará-Mirim;RO;2024;43553;Original
1100106;110010;Guajará-Mirim;RO;2025;38680;Estimativa (Spline)
1100114;110011;Jaru;RO;2001;53150;Original
1100114;110011;Jaru;RO;2002;54352;Original
1100114;110011;Jaru;RO;2003;54701;Original
1100114;110011;Jaru;RO;2004;56238;Original
1100114;110011;Jaru;RO;2005;55840;Original
1100114;110011;Jaru;RO;2006;56242;Original
1100114;110011;Jaru;RO;2007;55225;Estimativa (Spline)
1100114;110011;Jaru;RO;2008;53955;Original
1100114;110011;Jaru;RO;2009;53943;Original
1100114;110011;Jaru;RO;2010;53253;Estimativa (Spline)
1100114;110011;Jaru;RO;2011;51883;Original
1100114;110011;Jaru;RO;2012;51765;Original
1100114;110011;Jaru;RO;2013;55597;Original
1100114;110011;Jaru;RO;2014;55669;Original
1100114;110011;Jaru;RO;2015;55738;Original
1100114;110011;Jaru;RO;2016;55806;Original
1100114;110011;Jaru;RO;2017;55871;Original
1100114;110011;Jaru;RO;2018;51933;Original
1100114;110011;Jaru;RO;2019;51775;Original
1100114;110011;Jaru;RO;2020;51620;Original
1100114;110011;Jaru;RO;2021;51469;Original
1100114;110011;Jaru;RO;2022;51934;Estimativa (Spline)
1100114;110011;Jaru;RO;2023;53234;Estimativa (Spline)
1100114;110011;Jaru;RO;2024;55583;Original
1100114;110011;Jaru;RO;2025;59197;Estimativa (Spline)
1100122;110012;Ji-Paraná;RO;2001;107869;Original
1100122;110012;Ji-Paraná;RO;2002;108694;Original
1100122;110012;Ji-Paraná;RO;2003;109573;Original
1100122;110012;Ji-Paraná;RO;2004;113441;Original
1100122;110012;Ji-Paraná;RO;2005;112439;Original
1100122;110012;Ji-Paraná;RO;2006;113453;Original
1100122;110012;Ji-Paraná;RO;2007;112582;Estimativa (Spline)
1100122;110012;Ji-Paraná;RO;2008;110707;Original
1100122;110012;Ji-Paraná;RO;2009;111010;Original
1100122;110012;Ji-Paraná;RO;2010;114820;Estimativa (Spline)
1100122;110012;Ji-Paraná;RO;2011;117363;Original
1100122;110012;Ji-Paraná;RO;2012;118092;Original
1100122;110012;Ji-Paraná;RO;2013;128026;Original
1100122;110012;Ji-Paraná;RO;2014;129242;Original
1100122;110012;Ji-Paraná;RO;2015;130419;Original
1100122;110012;Ji-Paraná;RO;2016;131560;Original
1100122;110012;Ji-Paraná;RO;2017;132667;Original
1100122;110012;Ji-Paraná;RO;2018;127907;Original
1100122;110012;Ji-Paraná;RO;2019;128969;Original
1100122;110012;Ji-Paraná;RO;2020;130009;Original
1100122;110012;Ji-Paraná;RO;2021;131026;Original
1100122;110012;Ji-Paraná;RO;2022;132819;Estimativa (Spline)
1100122;110012;Ji-Paraná;RO;2023;135544;Estimativa (Spline)
1100122;110012;Ji-Paraná;RO;2024;139359;Original
1100122;110012;Ji-Paraná;RO;2025;144418;Estimativa (Spline)
1100130;110013;Machadinho D'Oeste;RO;2001;23873;Original
1100130;110013;Machadinho D'Oeste;RO;2002;24724;Original
1100130;110013;Machadinho D'Oeste;RO;2003;25645;Original
1100130;110013;Machadinho D'Oeste;RO;2004;29698;Original
1100130;110013;Machadinho D'Oeste;RO;2005;28649;Original
1100130;110013;Machadinho D'Oeste;RO;2006;29711;Original
1100130;110013;Machadinho D'Oeste;RO;2007;31111;Estimativa (Spline)
1100130;110013;Machadinho D'Oeste;RO;2008;32214;Original
1100130;110013;Machadinho D'Oeste;RO;2009;33159;Original
1100130;110013;Machadinho D'Oeste;RO;2010;32695;Estimativa (Spline)
1100130;110013;Machadinho D'Oeste;RO;2011;31780;Original
1100130;110013;Machadinho D'Oeste;RO;2012;32403;Original
1100130;110013;Machadinho D'Oeste;RO;2013;35633;Original
1100130;110013;Machadinho D'Oeste;RO;2014;36412;Original
1100130;110013;Machadinho D'Oeste;RO;2015;37167;Original
1100130;110013;Machadinho D'Oeste;RO;2016;37899;Original
1100130;110013;Machadinho D'Oeste;RO;2017;38609;Original
1100130;110013;Machadinho D'Oeste;RO;2018;39097;Original
1100130;110013;Machadinho D'Oeste;RO;2019;39991;Original
1100130;110013;Machadinho D'Oeste;RO;2020;40867;Original
1100130;110013;Machadinho D'Oeste;RO;2021;41724;Original
1100130;110013;Machadinho D'Oeste;RO;2022;41668;Estimativa (Spline)
1100130;110013;Machadinho D'Oeste;RO;2023;39510;Estimativa (Spline)
1100130;110013;Machadinho D'Oeste;RO;2024;34063;Original
1100130;110013;Machadinho D'Oeste;RO;2025;24136;Estimativa (Spline)
1100148;110014;Nova Brasilândia D'Oeste;RO;2001;17216;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2002;17334;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2003;17458;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2004;18003;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2005;17862;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2006;18005;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2007;17932;Estimativa (Spline)
1100148;110014;Nova Brasilândia D'Oeste;RO;2008;17653;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2009;17698;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2010;18915;Estimativa (Spline)
1100148;110014;Nova Brasilândia D'Oeste;RO;2011;19883;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2012;19891;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2013;21427;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2014;21511;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2015;21592;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2016;21670;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2017;21747;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2018;20459;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2019;20474;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2020;20489;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2021;20504;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2022;20223;Estimativa (Spline)
1100148;110014;Nova Brasilândia D'Oeste;RO;2023;19079;Estimativa (Spline)
1100148;110014;Nova Brasilândia D'Oeste;RO;2024;16504;Original
1100148;110014;Nova Brasilândia D'Oeste;RO;2025;11929;Estimativa (Spline)
1100155;110015;Ouro Preto do Oeste;RO;2001;40836;Original
1100155;110015;Ouro Preto do Oeste;RO;2002;40841;Original
1100155;110015;Ouro Preto do Oeste;RO;2003;40822;Original
1100155;110015;Ouro Preto do Oeste;RO;2004;40735;Original
1100155;110015;Ouro Preto do Oeste;RO;2005;40757;Original
1100155;110015;Ouro Preto do Oeste;RO;2006;40735;Original
1100155;110015;Ouro Preto do Oeste;RO;2007;39070;Estimativa (Spline)
1100155;110015;Ouro Preto do Oeste;RO;2008;37142;Original
1100155;110015;Ouro Preto do Oeste;RO;2009;36725;Original
1100155;110015;Ouro Preto do Oeste;RO;2010;37436;Estimativa (Spline)
1100155;110015;Ouro Preto do Oeste;RO;2011;37702;Original
1100155;110015;Ouro Preto do Oeste;RO;2012;37482;Original
1100155;110015;Ouro Preto do Oeste;RO;2013;40099;Original
1100155;110015;Ouro Preto do Oeste;RO;2014;40010;Original
1100155;110015;Ouro Preto do Oeste;RO;2015;39924;Original
1100155;110015;Ouro Preto do Oeste;RO;2016;39840;Original
1100155;110015;Ouro Preto do Oeste;RO;2017;39759;Original
1100155;110015;Ouro Preto do Oeste;RO;2018;36340;Original
1100155;110015;Ouro Preto do Oeste;RO;2019;36035;Original
1100155;110015;Ouro Preto do Oeste;RO;2020;35737;Original
1100155;110015;Ouro Preto do Oeste;RO;2021;35445;Original
1100155;110015;Ouro Preto do Oeste;RO;2022;35694;Estimativa (Spline)
1100155;110015;Ouro Preto do Oeste;RO;2023;36700;Estimativa (Spline)
1100155;110015;Ouro Preto do Oeste;RO;2024;38681;Original
1100155;110015;Ouro Preto do Oeste;RO;2025;41851;Estimativa (Spline)
1100189;110018;Pimenta Bueno;RO;2001;31685;Original
1100189;110018;Pimenta Bueno;RO;2002;31656;Original
1100189;110018;Pimenta Bueno;RO;2003;31612;Original
1100189;110018;Pimenta Bueno;RO;2004;31416;Original
1100189;110018;Pimenta Bueno;RO;2005;31466;Original
1100189;110018;Pimenta Bueno;RO;2006;31415;Original
1100189;110018;Pimenta Bueno;RO;2007;32553;Estimativa (Spline)
1100189;110018;Pimenta Bueno;RO;2008;33803;Original
1100189;110018;Pimenta Bueno;RO;2009;33984;Original
1100189;110018;Pimenta Bueno;RO;2010;34108;Estimativa (Spline)
1100189;110018;Pimenta Bueno;RO;2011;33981;Original
1100189;110018;Pimenta Bueno;RO;2012;34135;Original
1100189;110018;Pimenta Bueno;RO;2013;36939;Original
1100189;110018;Pimenta Bueno;RO;2014;37230;Original
1100189;110018;Pimenta Bueno;RO;2015;37512;Original
1100189;110018;Pimenta Bueno;RO;2016;37786;Original
1100189;110018;Pimenta Bueno;RO;2017;38051;Original
1100189;110018;Pimenta Bueno;RO;2018;36434;Original
1100189;110018;Pimenta Bueno;RO;2019;36660;Original
1100189;110018;Pimenta Bueno;RO;2020;36881;Original
1100189;110018;Pimenta Bueno;RO;2021;37098;Original
1100189;110018;Pimenta Bueno;RO;2022;37529;Estimativa (Spline)
1100189;110018;Pimenta Bueno;RO;2023;38179;Estimativa (Spline)
1100189;110018;Pimenta Bueno;RO;2024;39053;Original
1100189;110018;Pimenta Bueno;RO;2025;40154;Estimativa (Spline)
1100205;110020;Porto Velho;RO;2001;342264;Original
1100205;110020;Porto Velho;RO;2002;347844;Original
1100205;110020;Porto Velho;RO;2003;353961;Original
1100205;110020;Porto Velho;RO;2004;380884;Original
1100205;110020;Porto Velho;RO;2005;373917;Original
1100205;110020;Porto Velho;RO;2006;380974;Original
1100205;110020;Porto Velho;RO;2007;383255;Estimativa (Spline)
1100205;110020;Porto Velho;RO;2008;379185;Original
1100205;110020;Porto Velho;RO;2009;382829;Original
1100205;110020;Porto Velho;RO;2010;411382;Estimativa (Spline)
1100205;110020;Porto Velho;RO;2011;435732;Original
1100205;110020;Porto Velho;RO;2012;442701;Original
1100205;110020;Porto Velho;RO;2013;484992;Original
1100205;110020;Porto Velho;RO;2014;494013;Original
1100205;110020;Porto Velho;RO;2015;502748;Original
1100205;110020;Porto Velho;RO;2016;511219;Original
1100205;110020;Porto Velho;RO;2017;519436;Original
1100205;110020;Porto Velho;RO;2018;519531;Original
1100205;110020;Porto Velho;RO;2019;529544;Original
1100205;110020;Porto Velho;RO;2020;539354;Original
1100205;110020;Porto Velho;RO;2021;548952;Original
1100205;110020;Porto Velho;RO;2022;553286;Estimativa (Spline)
1100205;110020;Porto Velho;RO;2023;544533;Estimativa (Spline)
1100205;110020;Porto Velho;RO;2024;514873;Original
1100205;110020;Porto Velho;RO;2025;456481;Estimativa (Spline)
1100254;110025;Presidente Médici;RO;2001;26164;Original
1100254;110025;Presidente Médici;RO;2002;26065;Original
1100254;110025;Presidente Médici;RO;2003;25926;Original
1100254;110025;Presidente Médici;RO;2004;25314;Original
1100254;110025;Presidente Médici;RO;2005;25473;Original
1100254;110025;Presidente Médici;RO;2006;25313;Original
1100254;110025;Presidente Médici;RO;2007;24132;Estimativa (Spline)
1100254;110025;Presidente Médici;RO;2008;22896;Original
1100254;110025;Presidente Médici;RO;2009;22519;Original
1100254;110025;Presidente Médici;RO;2010;22396;Estimativa (Spline)
1100254;110025;Presidente Médici;RO;2011;22009;Original
1100254;110025;Presidente Médici;RO;2012;21709;Original
1100254;110025;Presidente Médici;RO;2013;23017;Original
1100254;110025;Presidente Médici;RO;2014;22783;Original
1100254;110025;Presidente Médici;RO;2015;22557;Original
1100254;110025;Presidente Médici;RO;2016;22337;Original
1100254;110025;Presidente Médici;RO;2017;22124;Original
1100254;110025;Presidente Médici;RO;2018;19409;Original
1100254;110025;Presidente Médici;RO;2019;18986;Original
1100254;110025;Presidente Médici;RO;2020;18571;Original
1100254;110025;Presidente Médici;RO;2021;18165;Original
1100254;110025;Presidente Médici;RO;2022;18209;Estimativa (Spline)
1100254;110025;Presidente Médici;RO;2023;18921;Estimativa (Spline)
1100254;110025;Presidente Médici;RO;2024;20518;Original
1100254;110025;Presidente Médici;RO;2025;23217;Estimativa (Spline)
1100262;110026;Rio Crespo;RO;2001;3054;Original
1100262;110026;Rio Crespo;RO;2002;3127;Original
1100262;110026;Rio Crespo;RO;2003;3215;Original
1100262;110026;Rio Crespo;RO;2004;3602;Original
1100262;110026;Rio Crespo;RO;2005;3501;Original
1100262;110026;Rio Crespo;RO;2006;3603;Original
1100262;110026;Rio Crespo;RO;2007;3465;Estimativa (Spline)
1100262;110026;Rio Crespo;RO;2008;3260;Original
1100262;110026;Rio Crespo;RO;2009;3290;Original
1100262;110026;Rio Crespo;RO;2010;3347;Estimativa (Spline)
1100262;110026;Rio Crespo;RO;2011;3346;Original
1100262;110026;Rio Crespo;RO;2012;3374;Original
1100262;110026;Rio Crespo;RO;2013;3666;Original
1100262;110026;Rio Crespo;RO;2014;3709;Original
1100262;110026;Rio Crespo;RO;2015;3750;Original
1100262;110026;Rio Crespo;RO;2016;3790;Original
1100262;110026;Rio Crespo;RO;2017;3829;Original
1100262;110026;Rio Crespo;RO;2018;3723;Original
1100262;110026;Rio Crespo;RO;2019;3764;Original
