cod_mun_ibge_7;cod_mun_ibge_6;municipio;UF;ano;populacao;tipo
2503704;250370;Cajazeiras;PB;2001;55132;Original
2503704;250370;Cajazeiras;PB;2002;55439;Original
2503704;250370;Cajazeiras;PB;2003;55775;Original
2503704;250370;Cajazeiras;PB;2004;56481;Original
2503704;250370;Cajazeiras;PB;2005;56871;Original
2503704;250370;Cajazeiras;PB;2006;57259;Original
2503704;250370;Cajazeiras;PB;2007;57490;Estimativa (Spline)
2503704;250370;Cajazeiras;PB;2008;57627;Original
2503704;250370;Cajazeiras;PB;2009;57875;Original
2503704;250370;Cajazeiras;PB;2010;58398;Estimativa (Spline)
2503704;250370;Cajazeiras;PB;2011;58794;Original
2503704;250370;Cajazeiras;PB;2012;59130;Original
2503704;250370;Cajazeiras;PB;2013;60612;Original
2503704;250370;Cajazeiras;PB;2014;61030;Original
2503704;250370;Cajazeiras;PB;2015;61431;Original
2503704;250370;Cajazeiras;PB;2016;61816;Original
2503704;250370;Cajazeiras;PB;2017;62187;Original
2503704;250370;Cajazeiras;PB;2018;61776;Original
2503704;250370;Cajazeiras;PB;2019;61993;Original
2503704;250370;Cajazeiras;PB;2020;62289;Original
2503704;250370;Cajazeiras;PB;2021;62576;Original
2503704;250370;Cajazeiras;PB;2022;63127;Estimativa (Spline)
2503704;250370;Cajazeiras;PB;2023;64230;Estimativa (Spline)
2503704;250370;Cajazeiras;PB;2024;66171;Original
2503704;250370;Cajazeiras;PB;2025;69237;Estimativa (Spline)
2503753;250375;Cajazeirinhas;PB;2001;2816;Original
2503753;250375;Cajazeirinhas;PB;2002;2798;Original
2503753;250375;Cajazeirinhas;PB;2003;2774;Original
2503753;250375;Cajazeirinhas;PB;2004;2725;Original
2503753;250375;Cajazeirinhas;PB;2005;2698;Original
2503753;250375;Cajazeirinhas;PB;2006;2671;Original
2503753;250375;Cajazeirinhas;PB;2007;2890;Estimativa (Spline)
2503753;250375;Cajazeirinhas;PB;2008;3141;Original
2503753;250375;Cajazeirinhas;PB;2009;3168;Original
2503753;250375;Cajazeirinhas;PB;2010;3103;Estimativa (Spline)
2503753;250375;Cajazeirinhas;PB;2011;3048;Original
2503753;250375;Cajazeirinhas;PB;2012;3061;Original
2503753;250375;Cajazeirinhas;PB;2013;3131;Original
2503753;250375;Cajazeirinhas;PB;2014;3148;Original
2503753;250375;Cajazeirinhas;PB;2015;3165;Original
2503753;250375;Cajazeirinhas;PB;2016;3181;Original
2503753;250375;Cajazeirinhas;PB;2017;3197;Original
2503753;250375;Cajazeirinhas;PB;2018;3181;Original
2503753;250375;Cajazeirinhas;PB;2019;3193;Original
2503753;250375;Cajazeirinhas;PB;2020;3205;Original
2503753;250375;Cajazeirinhas;PB;2021;3217;Original
2503753;250375;Cajazeirinhas;PB;2022;3187;Estimativa (Spline)
2503753;250375;Cajazeirinhas;PB;2023;3059;Estimativa (Spline)
2503753;250375;Cajazeirinhas;PB;2024;2776;Original
2503753;250375;Cajazeirinhas;PB;2025;2280;Estimativa (Spline)
2503803;250380;Caldas Brandão;PB;2001;5179;Original
2503803;250380;Caldas Brandão;PB;2002;5207;Original
2503803;250380;Caldas Brandão;PB;2003;5231;Original
2503803;250380;Caldas Brandão;PB;2004;5282;Original
2503803;250380;Caldas Brandão;PB;2005;5310;Original
2503803;250380;Caldas Brandão;PB;2006;5338;Original
2503803;250380;Caldas Brandão;PB;2007;5427;Estimativa (Spline)
2503803;250380;Caldas Brandão;PB;2008;5513;Original
2503803;250380;Caldas Brandão;PB;2009;5544;Original
2503803;250380;Caldas Brandão;PB;2010;5612;Estimativa (Spline)
2503803;250380;Caldas Brandão;PB;2011;5674;Original
2503803;250380;Caldas Brandão;PB;2012;5710;Original
2503803;250380;Caldas Brandão;PB;2013;5859;Original
2503803;250380;Caldas Brandão;PB;2014;5903;Original
2503803;250380;Caldas Brandão;PB;2015;5945;Original
2503803;250380;Caldas Brandão;PB;2016;5986;Original
2503803;250380;Caldas Brandão;PB;2017;6025;Original
2503803;250380;Caldas Brandão;PB;2018;5982;Original
2503803;250380;Caldas Brandão;PB;2019;6014;Original
2503803;250380;Caldas Brandão;PB;2020;6046;Original
2503803;250380;Caldas Brandão;PB;2021;6077;Original
2503803;250380;Caldas Brandão;PB;2022;6089;Estimativa (Spline)
2503803;250380;Caldas Brandão;PB;2023;6050;Estimativa (Spline)
2503803;250380;Caldas Brandão;PB;2024;5928;Original
2503803;250380;Caldas Brandão;PB;2025;5687;Estimativa (Spline)
2503902;250390;Camalaú;PB;2001;5510;Original
2503902;250390;Camalaú;PB;2002;5509;Original
2503902;250390;Camalaú;PB;2003;5506;Original
2503902;250390;Camalaú;PB;2004;5499;Original
2503902;250390;Camalaú;PB;2005;5495;Original
2503902;250390;Camalaú;PB;2006;5492;Original
2503902;250390;Camalaú;PB;2007;5692;Estimativa (Spline)
2503902;250390;Camalaú;PB;2008;5922;Original
2503902;250390;Camalaú;PB;2009;5959;Original
2503902;250390;Camalaú;PB;2010;5864;Estimativa (Spline)
2503902;250390;Camalaú;PB;2011;5771;Original
2503902;250390;Camalaú;PB;2012;5793;Original
2503902;250390;Camalaú;PB;2013;5917;Original
2503902;250390;Camalaú;PB;2014;5945;Original
2503902;250390;Camalaú;PB;2015;5971;Original
2503902;250390;Camalaú;PB;2016;5996;Original
2503902;250390;Camalaú;PB;2017;6020;Original
2503902;250390;Camalaú;PB;2018;5994;Original
2503902;250390;Camalaú;PB;2019;6013;Original
2503902;250390;Camalaú;PB;2020;6031;Original
2503902;250390;Camalaú;PB;2021;6048;Original
2503902;250390;Camalaú;PB;2022;6084;Estimativa (Spline)
2503902;250390;Camalaú;PB;2023;6161;Estimativa (Spline)
2503902;250390;Camalaú;PB;2024;6298;Original
2503902;250390;Camalaú;PB;2025;6513;Estimativa (Spline)
2504009;250400;Campina Grande;PB;2001;358526;Original
2504009;250400;Campina Grande;PB;2002;362317;Original
2504009;250400;Campina Grande;PB;2003;365559;Original
2504009;250400;Campina Grande;PB;2004;372366;Original
2504009;250400;Campina Grande;PB;2005;376132;Original
2504009;250400;Campina Grande;PB;2006;379871;Original
2504009;250400;Campina Grande;PB;2007;380991;Estimativa (Spline)
2504009;250400;Campina Grande;PB;2008;381422;Original
2504009;250400;Campina Grande;PB;2009;383764;Original
2504009;250400;Campina Grande;PB;2010;386294;Estimativa (Spline)
2504009;250400;Campina Grande;PB;2011;387644;Original
2504009;250400;Campina Grande;PB;2012;389995;Original
2504009;250400;Campina Grande;PB;2013;400002;Original
2504009;250400;Campina Grande;PB;2014;402912;Original
2504009;250400;Campina Grande;PB;2015;405072;Original
2504009;250400;Campina Grande;PB;2016;407754;Original
2504009;250400;Campina Grande;PB;2017;410332;Original
2504009;250400;Campina Grande;PB;2018;407472;Original
2504009;250400;Campina Grande;PB;2019;409731;Original
2504009;250400;Campina Grande;PB;2020;411807;Original
2504009;250400;Campina Grande;PB;2021;413830;Original
2504009;250400;Campina Grande;PB;2022;418024;Estimativa (Spline)
2504009;250400;Campina Grande;PB;2023;426393;Estimativa (Spline)
2504009;250400;Campina Grande;PB;2024;440939;Original
2504009;250400;Campina Grande;PB;2025;463662;Estimativa (Spline)
2504033;250403;Capim;PB;2001;3892;Original
2504033;250403;Capim;PB;2002;4215;Original
2504033;250403;Capim;PB;2003;4232;Original
2504033;250403;Capim;PB;2004;4266;Original
2504033;250403;Capim;PB;2005;4285;Original
2504033;250403;Capim;PB;2006;4304;Original
2504033;250403;Capim;PB;2007;4805;Estimativa (Spline)
2504033;250403;Capim;PB;2008;5344;Original
2504033;250403;Capim;PB;2009;5458;Original
2504033;250403;Capim;PB;2010;5575;Estimativa (Spline)
2504033;250403;Capim;PB;2011;5711;Original
2504033;250403;Capim;PB;2012;5816;Original
2504033;250403;Capim;PB;2013;6082;Original
2504033;250403;Capim;PB;2014;6206;Original
2504033;250403;Capim;PB;2015;6326;Original
2504033;250403;Capim;PB;2016;6441;Original
2504033;250403;Capim;PB;2017;6552;Original
2504033;250403;Capim;PB;2018;6424;Original
2504033;250403;Capim;PB;2019;6523;Original
2504033;250403;Capim;PB;2020;6620;Original
2504033;250403;Capim;PB;2021;6715;Original
2504033;250403;Capim;PB;2022;6852;Estimativa (Spline)
2504033;250403;Capim;PB;2023;7055;Estimativa (Spline)
2504033;250403;Capim;PB;2024;7347;Original
2504033;250403;Capim;PB;2025;7749;Estimativa (Spline)
2504074;250407;Caraúbas;PB;2001;3441;Original
2504074;250407;Caraúbas;PB;2002;3470;Original
2504074;250407;Caraúbas;PB;2003;3501;Original
2504074;250407;Caraúbas;PB;2004;3568;Original
2504074;250407;Caraúbas;PB;2005;3770;Original
2504074;250407;Caraúbas;PB;2006;3808;Original
2504074;250407;Caraúbas;PB;2007;3856;Estimativa (Spline)
2504074;250407;Caraúbas;PB;2008;3929;Original
2504074;250407;Caraúbas;PB;2009;3964;Original
2504074;250407;Caraúbas;PB;2010;3949;Estimativa (Spline)
2504074;250407;Caraúbas;PB;2011;3925;Original
2504074;250407;Caraúbas;PB;2012;3951;Original
2504074;250407;Caraúbas;PB;2013;4054;Original
2504074;250407;Caraúbas;PB;2014;4085;Original
2504074;250407;Caraúbas;PB;2015;4115;Original
2504074;250407;Caraúbas;PB;2016;4143;Original
2504074;250407;Caraúbas;PB;2017;4171;Original
2504074;250407;Caraúbas;PB;2018;4140;Original
2504074;250407;Caraúbas;PB;2019;4162;Original
2504074;250407;Caraúbas;PB;2020;4185;Original
2504074;250407;Caraúbas;PB;2021;4206;Original
2504074;250407;Caraúbas;PB;2022;4209;Estimativa (Spline)
2504074;250407;Caraúbas;PB;2023;4169;Estimativa (Spline)
2504074;250407;Caraúbas;PB;2024;4059;Original
2504074;250407;Caraúbas;PB;2025;3852;Estimativa (Spline)
2504108;250410;Carrapateira;PB;2001;2200;Original
2504108;250410;Carrapateira;PB;2002;2221;Original
2504108;250410;Carrapateira;PB;2003;2249;Original
2504108;250410;Carrapateira;PB;2004;2308;Original
2504108;250410;Carrapateira;PB;2005;2340;Original
2504108;250410;Carrapateira;PB;2006;2373;Original
2504108;250410;Carrapateira;PB;2007;2364;Estimativa (Spline)
2504108;250410;Carrapateira;PB;2008;2342;Original
2504108;250410;Carrapateira;PB;2009;2347;Original
2504108;250410;Carrapateira;PB;2010;2378;Estimativa (Spline)
2504108;250410;Carrapateira;PB;2011;2410;Original
2504108;250410;Carrapateira;PB;2012;2441;Original
2504108;250410;Carrapateira;PB;2013;2529;Original
2504108;250410;Carrapateira;PB;2014;2566;Original
2504108;250410;Carrapateira;PB;2015;2601;Original
2504108;250410;Carrapateira;PB;2016;2635;Original
2504108;250410;Carrapateira;PB;2017;2667;Original
2504108;250410;Carrapateira;PB;2018;2631;Original
2504108;250410;Carrapateira;PB;2019;2659;Original
2504108;250410;Carrapateira;PB;2020;2687;Original
2504108;250410;Carrapateira;PB;2021;2714;Original
2504108;250410;Carrapateira;PB;2022;2705;Estimativa (Spline)
2504108;250410;Carrapateira;PB;2023;2607;Estimativa (Spline)
2504108;250410;Carrapateira;PB;2024;2367;Original
2504108;250410;Carrapateira;PB;2025;1931;Estimativa (Spline)
2504157;250415;Casserengue;PB;2001;6683;Original
2504157;250415;Casserengue;PB;2002;6783;Original
2504157;250415;Casserengue;PB;2003;6883;Original
2504157;250415;Casserengue;PB;2004;7092;Original
2504157;250415;Casserengue;PB;2005;7208;Original
2504157;250415;Casserengue;PB;2006;7323;Original
2504157;250415;Casserengue;PB;2007;7156;Estimativa (Spline)
2504157;250415;Casserengue;PB;2008;6951;Original
2504157;250415;Casserengue;PB;2009;6985;Original
2504157;250415;Casserengue;PB;2010;7060;Estimativa (Spline)
2504157;250415;Casserengue;PB;2011;7096;Original
2504157;250415;Casserengue;PB;2012;7132;Original
2504157;250415;Casserengue;PB;2013;7304;Original
2504157;250415;Casserengue;PB;2014;7350;Original
2504157;250415;Casserengue;PB;2015;7394;Original
2504157;250415;Casserengue;PB;2016;7436;Original
2504157;250415;Casserengue;PB;2017;7476;Original
2504157;250415;Casserengue;PB;2018;7431;Original
2504157;250415;Casserengue;PB;2019;7468;Original
2504157;250415;Casserengue;PB;2020;7499;Original
2504157;250415;Casserengue;PB;2021;7530;Original
2504157;250415;Casserengue;PB;2022;7515;Estimativa (Spline)
2504157;250415;Casserengue;PB;2023;7381;Estimativa (Spline)
2504157;250415;Casserengue;PB;2024;7056;Original
2504157;250415;Casserengue;PB;2025;6466;Estimativa (Spline)
2504207;250420;Catingueira;PB;2001;4698;Original
2504207;250420;Catingueira;PB;2002;4653;Original
2504207;250420;Catingueira;PB;2003;4609;Original
2504207;250420;Catingueira;PB;2004;4517;Original
2504207;250420;Catingueira;PB;2005;4465;Original
2504207;250420;Catingueira;PB;2006;4415;Original
2504207;250420;Catingueira;PB;2007;4680;Estimativa (Spline)
2504207;250420;Catingueira;PB;2008;4986;Original
2504207;250420;Catingueira;PB;2009;5006;Original
2504207;250420;Catingueira;PB;2010;4905;Estimativa (Spline)
2504207;250420;Catingueira;PB;2011;4817;Original
2504207;250420;Catingueira;PB;2012;4822;Original
2504207;250420;Catingueira;PB;2013;4905;Original
2504207;250420;Catingueira;PB;2014;4912;Original
2504207;250420;Catingueira;PB;2015;4920;Original
2504207;250420;Catingueira;PB;2016;4927;Original
2504207;250420;Catingueira;PB;2017;4934;Original
2504207;250420;Catingueira;PB;2018;4929;Original
2504207;250420;Catingueira;PB;2019;4932;Original
2504207;250420;Catingueira;PB;2020;4935;Original
2504207;250420;Catingueira;PB;2021;4938;Original
2504207;250420;Catingueira;PB;2022;4907;Estimativa (Spline)
2504207;250420;Catingueira;PB;2023;4800;Estimativa (Spline)
2504207;250420;Catingueira;PB;2024;4572;Original
2504207;250420;Catingueira;PB;2025;4179;Estimativa (Spline)
2504306;250430;Catolé do Rocha;PB;2001;26815;Original
2504306;250430;Catolé do Rocha;PB;2002;26940;Original
2504306;250430;Catolé do Rocha;PB;2003;27079;Original
2504306;250430;Catolé do Rocha;PB;2004;27370;Original
2504306;250430;Catolé do Rocha;PB;2005;27531;Original
2504306;250430;Catolé do Rocha;PB;2006;27691;Original
2504306;250430;Catolé do Rocha;PB;2007;28015;Estimativa (Spline)
2504306;250430;Catolé do Rocha;PB;2008;28320;Original
2504306;250430;Catolé do Rocha;PB;2009;28468;Original
2504306;250430;Catolé do Rocha;PB;2010;28722;Estimativa (Spline)
2504306;250430;Catolé do Rocha;PB;2011;28922;Original
2504306;250430;Catolé do Rocha;PB;2012;29079;Original
2504306;250430;Catolé do Rocha;PB;2013;29794;Original
2504306;250430;Catolé do Rocha;PB;2014;29990;Original
2504306;250430;Catolé do Rocha;PB;2015;30179;Original
2504306;250430;Catolé do Rocha;PB;2016;30360;Original
2504306;250430;Catolé do Rocha;PB;2017;30534;Original
2504306;250430;Catolé do Rocha;PB;2018;30343;Original
2504306;250430;Catolé do Rocha;PB;2019;30546;Original
2504306;250430;Catolé do Rocha;PB;2020;30684;Original
2504306;250430;Catolé do Rocha;PB;2021;30819;Original
2504306;250430;Catolé do Rocha;PB;2022;31063;Estimativa (Spline)
2504306;250430;Catolé do Rocha;PB;2023;31476;Estimativa (Spline)
2504306;250430;Catolé do Rocha;PB;2024;32118;Original
2504306;250430;Catolé do Rocha;PB;2025;33045;Estimativa (Spline)
2504355;250435;Caturité;PB;2001;4230;Original
2504355;250435;Caturité;PB;2002;4266;Original
2504355;250435;Caturité;PB;2003;4304;Original
2504355;250435;Caturité;PB;2004;4385;Original
2504355;250435;Caturité;PB;2005;4429;Original
2504355;250435;Caturité;PB;2006;4473;Original
2504355;250435;Caturité;PB;2007;4531;Estimativa (Spline)
2504355;250435;Caturité;PB;2008;4591;Original
2504355;250435;Caturité;PB;2009;4629;Original
2504355;250435;Caturité;PB;2010;4606;Estimativa (Spline)
2504355;250435;Caturité;PB;2011;4571;Original
2504355;250435;Caturité;PB;2012;4598;Original
2504355;250435;Caturité;PB;2013;4714;Original
2504355;250435;Caturité;PB;2014;4747;Original
2504355;250435;Caturité;PB;2015;4779;Original
2504355;250435;Caturité;PB;2016;4810;Original
2504355;250435;Caturité;PB;2017;4839;Original
2504355;250435;Caturité;PB;2018;4807;Original
2504355;250435;Caturité;PB;2019;4852;Original
2504355;250435;Caturité;PB;2020;4875;Original
2504355;250435;Caturité;PB;2021;4898;Original
2504355;250435;Caturité;PB;2022;4975;Estimativa (Spline)
2504355;250435;Caturité;PB;2023;5157;Estimativa (Spline)
2504355;250435;Caturité;PB;2024;5492;Original
2504355;250435;Caturité;PB;2025;6028;Estimativa (Spline)
2504405;250440;Conceição;PB;2001;17779;Original
2504405;250440;Conceição;PB;2002;17671;Original
2504405;250440;Conceição;PB;2003;17550;Original
2504405;250440;Conceição;PB;2004;17296;Original
2504405;250440;Conceição;PB;2005;17156;Original
2504405;250440;Conceição;PB;2006;17017;Original
2504405;250440;Conceição;PB;2007;17488;Estimativa (Spline)
2504405;250440;Conceição;PB;2008;17997;Original
2504405;250440;Conceição;PB;2009;17988;Original
2504405;250440;Conceição;PB;2010;18179;Estimativa (Spline)
2504405;250440;Conceição;PB;2011;18397;Original
2504405;250440;Conceição;PB;2012;18429;Original
2504405;250440;Conceição;PB;2013;18769;Original
2504405;250440;Conceição;PB;2014;18816;Original
2504405;250440;Conceição;PB;2015;18860;Original
2504405;250440;Conceição;PB;2016;18903;Original
2504405;250440;Conceição;PB;2017;18944;Original
2504405;250440;Conceição;PB;2018;18904;Original
2504405;250440;Conceição;PB;2019;18982;Original
2504405;250440;Conceição;PB;2020;19007;Original
2504405;250440;Conceição;PB;2021;19030;Original
2504405;250440;Conceição;PB;2022;19031;Estimativa (Spline)
2504405;250440;Conceição;PB;2023;18950;Estimativa (Spline)
2504405;250440;Conceição;PB;2024;18723;Original
2504405;250440;Conceição;PB;2025;18287;Estimativa (Spline)
2504504;250450;Condado;PB;2001;6388;Original
2504504;250450;Condado;PB;2002;6305;Original
2504504;250450;Condado;PB;2003;6217;Original
2504504;250450;Condado;PB;2004;6031;Original
2504504;250450;Condado;PB;2005;5929;Original
2504504;250450;Condado;PB;2006;5827;Original
2504504;250450;Condado;PB;2007;6319;Estimativa (Spline)
2504504;250450;Condado;PB;2008;6890;Original
2504504;250450;Condado;PB;2009;6925;Original
2504504;250450;Condado;PB;2010;6743;Estimativa (Spline)
2504504;250450;Condado;PB;2011;6591;Original
2504504;250450;Condado;PB;2012;6598;Original
2504504;250450;Condado;PB;2013;6711;Original
2504504;250450;Condado;PB;2014;6722;Original
2504504;250450;Condado;PB;2015;6733;Original
2504504;250450;Condado;PB;2016;6743;Original
2504504;250450;Condado;PB;2017;6753;Original
2504504;250450;Condado;PB;2018;6649;Original
2504504;250450;Condado;PB;2019;6654;Original
2504504;250450;Condado;PB;2020;6658;Original
2504504;250450;Condado;PB;2021;6662;Original
2504504;250450;Condado;PB;2022;6667;Estimativa (Spline)
2504504;250450;Condado;PB;2023;6659;Estimativa (Spline)
2504504;250450;Condado;PB;2024;6624;Original
2504504;250450;Condado;PB;2025;6545;Estimativa (Spline)
2504603;250460;Conde;PB;2001;17156;Original
2504603;250460;Conde;PB;2002;17680;Original
2504603;250460;Conde;PB;2003;18268;Original
2504603;250460;Conde;PB;2004;19503;Original
2504603;250460;Conde;PB;2005;20186;Original
2504603;250460;Conde;PB;2006;20864;Original
2504603;250460;Conde;PB;2007;20731;Estimativa (Spline)
2504603;250460;Conde;PB;2008;20452;Original
2504603;250460;Conde;PB;2009;20849;Original
2504603;250460;Conde;PB;2010;21392;Estimativa (Spline)
2504603;250460;Conde;PB;2011;21783;Original
2504603;250460;Conde;PB;2012;22154;Original
2504603;250460;Conde;PB;2013;23115;Original
2504603;250460;Conde;PB;2014;23554;Original
2504603;250460;Conde;PB;2015;23975;Original
2504603;250460;Conde;PB;2016;24380;Original
2504603;250460;Conde;PB;2017;24769;Original
2504603;250460;Conde;PB;2018;24323;Original
2504603;250460;Conde;PB;2019;24670;Original
2504603;250460;Conde;PB;2020;25010;Original
2504603;250460;Conde;PB;2021;25341;Original
2504603;250460;Conde;PB;2022;26000;Estimativa (Spline)
2504603;250460;Conde;PB;2023;27297;Estimativa (Spline)
2504603;250460;Conde;PB;2024;29543;Original
2504603;250460;Conde;PB;2025;33047;Estimativa (Spline)
2504702;250470;Congo;PB;2001;4611;Original
2504702;250470;Congo;PB;2002;4651;Original
2504702;250470;Congo;PB;2003;4674;Original
2504702;250470;Congo;PB;2004;4723;Original
2504702;250470;Congo;PB;2005;4749;Original
2504702;250470;Congo;PB;2006;4776;Original
2504702;250470;Congo;PB;2007;4833;Estimativa (Spline)
2504702;250470;Congo;PB;2008;4903;Original
2504702;250470;Congo;PB;2009;4930;Original
2504702;250470;Congo;PB;2010;4817;Estimativa (Spline)
2504702;250470;Congo;PB;2011;4690;Original
2504702;250470;Congo;PB;2012;4692;Original
2504702;250470;Congo;PB;2013;4770;Original
2504702;250470;Congo;PB;2014;4775;Original
2504702;250470;Congo;PB;2015;4780;Original
2504702;250470;Congo;PB;2016;4785;Original
2504702;250470;Congo;PB;2017;4789;Original
2504702;250470;Congo;PB;2018;4785;Original
2504702;250470;Congo;PB;2019;4786;Original
2504702;250470;Congo;PB;2020;4787;Original
2504702;250470;Congo;PB;2021;4787;Original
2504702;250470;Congo;PB;2022;4815;Estimativa (Spline)
2504702;250470;Congo;PB;2023;4908;Estimativa (Spline)
2504702;250470;Congo;PB;2024;5102;Original
2504702;250470;Congo;PB;2025;5433;Estimativa (Spline)
2504801;250480;Coremas;PB;2001;15198;Original
2504801;250480;Coremas;PB;2002;15266;Original
2504801;250480;Coremas;PB;2003;15329;Original
2504801;250480;Coremas;PB;2004;15461;Original
2504801;250480;Coremas;PB;2005;15534;Original
2504801;250480;Coremas;PB;2006;15607;Original
2504801;250480;Coremas;PB;2007;15630;Estimativa (Spline)
2504801;250480;Coremas;PB;2008;15668;Original
2504801;250480;Coremas;PB;2009;15709;Original
2504801;250480;Coremas;PB;2010;15453;Estimativa (Spline)
2504801;250480;Coremas;PB;2011;15151;Original
2504801;250480;Coremas;PB;2012;15152;Original
2504801;250480;Coremas;PB;2013;15391;Original
2504801;250480;Coremas;PB;2014;15400;Original
2504801;250480;Coremas;PB;2015;15409;Original
2504801;250480;Coremas;PB;2016;15418;Original
2504801;250480;Coremas;PB;2017;15426;Original
2504801;250480;Coremas;PB;2018;15423;Original
2504801;250480;Coremas;PB;2019;15445;Original
2504801;250480;Coremas;PB;2020;15441;Original
2504801;250480;Coremas;PB;2021;15438;Original
2504801;250480;Coremas;PB;2022;15402;Estimativa (Spline)
2504801;250480;Coremas;PB;2023;15277;Estimativa (Spline)
2504801;250480;Coremas;PB;2024;15005;Original
2504801;250480;Coremas;PB;2025;14528;Estimativa (Spline)
2504850;250485;Coxixola;PB;2001;1444;Original
2504850;250485;Coxixola;PB;2002;1466;Original
2504850;250485;Coxixola;PB;2003;1486;Original
2504850;250485;Coxixola;PB;2004;1529;Original
2504850;250485;Coxixola;PB;2005;1552;Original
2504850;250485;Coxixola;PB;2006;1719;Original
2504850;250485;Coxixola;PB;2007;1772;Estimativa (Spline)
2504850;250485;Coxixola;PB;2008;1752;Original
2504850;250485;Coxixola;PB;2009;1770;Original
2504850;250485;Coxixola;PB;2010;1784;Estimativa (Spline)
2504850;250485;Coxixola;PB;2011;1787;Original
2504850;250485;Coxixola;PB;2012;1802;Original
2504850;250485;Coxixola;PB;2013;1856;Original
2504850;250485;Coxixola;PB;2014;1874;Original
2504850;250485;Coxixola;PB;2015;1892;Original
2504850;250485;Coxixola;PB;2016;1909;Original
2504850;250485;Coxixola;PB;2017;1925;Original
2504850;250485;Coxixola;PB;2018;1907;Original
2504850;250485;Coxixola;PB;2019;1921;Original
2504850;250485;Coxixola;PB;2020;1935;Original
2504850;250485;Coxixola;PB;2021;1948;Original
2504850;250485;Coxixola;PB;2022;1952;Estimativa (Spline)
2504850;250485;Coxixola;PB;2023;1935;Estimativa (Spline)
2504850;250485;Coxixola;PB;2024;1882;Original
2504850;250485;Coxixola;PB;2025;1779;Estimativa (Spline)
2504900;250490;Cruz do Espírito Santo;PB;2001;14248;Original
2504900;250490;Cruz do Espírito Santo;PB;2002;14382;Original
2504900;250490;Cruz do Espírito Santo;PB;2003;14522;Original
2504900;250490;Cruz do Espírito Santo;PB;2004;14815;Original
2504900;250490;Cruz do Espírito Santo;PB;2005;14977;Original
2504900;250490;Cruz do Espírito Santo;PB;2006;15138;Original
2504900;250490;Cruz do Espírito Santo;PB;2007;15424;Estimativa (Spline)
2504900;250490;Cruz do Espírito Santo;PB;2008;15702;Original
2504900;250490;Cruz do Espírito Santo;PB;2009;15854;Original
2504900;250490;Cruz do Espírito Santo;PB;2010;16021;Estimativa (Spline)
2504900;250490;Cruz do Espírito Santo;PB;2011;16158;Original
2504900;250490;Cruz do Espírito Santo;PB;2012;16317;Original
2504900;250490;Cruz do Espírito Santo;PB;2013;16836;Original
2504900;250490;Cruz do Espírito Santo;PB;2014;17028;Original
2504900;250490;Cruz do Espírito Santo;PB;2015;17212;Original
2504900;250490;Cruz do Espírito Santo;PB;2016;17389;Original
2504900;250490;Cruz do Espírito Santo;PB;2017;17559;Original
2504900;250490;Cruz do Espírito Santo;PB;2018;17366;Original
2504900;250490;Cruz do Espírito Santo;PB;2019;17319;Original
2504900;250490;Cruz do Espírito Santo;PB;2020;17461;Original
2504900;250490;Cruz do Espírito Santo;PB;2021;17599;Original
2504900;250490;Cruz do Espírito Santo;PB;2022;17688;Estimativa (Spline)
2504900;250490;Cruz do Espírito Santo;PB;2023;17728;Estimativa (Spline)
2504900;250490;Cruz do Espírito Santo;PB;2024;17718;Original
2504900;250490;Cruz do Espírito Santo;PB;2025;17654;Estimativa (Spline)
2505006;250500;Cubati;PB;2001;6358;Original
2505006;250500;Cubati;PB;2002;6411;Original
2505006;250500;Cubati;PB;2003;6422;Original
2505006;250500;Cubati;PB;2004;6444;Original
2505006;250500;Cubati;PB;2005;6456;Original
2505006;250500;Cubati;PB;2006;6469;Original
2505006;250500;Cubati;PB;2007;6512;Estimativa (Spline)
2505006;250500;Cubati;PB;2008;6537;Original
2505006;250500;Cubati;PB;2009;6546;Original
2505006;250500;Cubati;PB;2010;6727;Estimativa (Spline)
2505006;250500;Cubati;PB;2011;6903;Original
2505006;250500;Cubati;PB;2012;6939;Original
2505006;250500;Cubati;PB;2013;7106;Original
2505006;250500;Cubati;PB;2014;7150;Original
2505006;250500;Cubati;PB;2015;7193;Original
2505006;250500;Cubati;PB;2016;7234;Original
2505006;250500;Cubati;PB;2017;7274;Original
2505006;250500;Cubati;PB;2018;7763;Original
2505006;250500;Cubati;PB;2019;7797;Original
2505006;250500;Cubati;PB;2020;7832;Original
2505006;250500;Cubati;PB;2021;7866;Original
2505006;250500;Cubati;PB;2022;7861;Estimativa (Spline)
2505006;250500;Cubati;PB;2023;7839;Estimativa (Spline)
2505006;250500;Cubati;PB;2024;7820;Original
2505006;250500;Cubati;PB;2025;7822;Estimativa (Spline)
2505105;250510;Cuité;PB;2001;19801;Original
2505105;250510;Cuité;PB;2002;19774;Original
2505105;250510;Cuité;PB;2003;19695;Original
2505105;250510;Cuité;PB;2004;19527;Original
2505105;250510;Cuité;PB;2005;19435;Original
2505105;250510;Cuité;PB;2006;19343;Original
2505105;250510;Cuité;PB;2007;19998;Estimativa (Spline)
2505105;250510;Cuité;PB;2008;20768;Original
2505105;250510;Cuité;PB;2009;20834;Original
2505105;250510;Cuité;PB;2010;20405;Estimativa (Spline)
2505105;250510;Cuité;PB;2011;19981;Original
2505105;250510;Cuité;PB;2012;19983;Original
2505105;250510;Cuité;PB;2013;20299;Original
2505105;250510;Cuité;PB;2014;20312;Original
2505105;250510;Cuité;PB;2015;20325;Original
