scenario,H_mean,I_mean,Phi_mean
dataset_low_noise.csv,-0.04581452670982491,0.6312827695137821,0.6333077561230553
dataset_chaotic.csv,-0.1264857228426262,0.7250461401394568,0.7417597771249711
dataset_critical.csv,-0.4969093329901807,0.4088116140201843,0.706275733691873
